num,exp,pop,sex,time,gen,round,comm,lat,lon
257,4,Brisbane,Male,38.48,G12,2,,-27.41,152.90
287,4,Brisbane,Male,33.47,G12,2,,-27.41,152.90
293,4,Brisbane,Male,44.66,G12,2,,-27.41,152.90
321,4,Brisbane,Male,42.45,G12,2,,-27.41,152.90
331,4,Brisbane,Male,49.15,G12,2,,-27.41,152.90
364,4,Brisbane,Male,44.12,G12,2,temp,-27.41,152.90
383,4,Brisbane,Male,36.92,G12,2,temp,-27.41,152.90
411,4,Brisbane,Male,19.79,G12,2,,-27.41,152.90
422,4,Brisbane,Male,25.67,G12,2,,-27.41,152.90
455,4,Brisbane,Male,22.00,G12,2,,-27.41,152.90
466,4,Brisbane,Male,11.72,G12,2,,-27.41,152.90
484,4,Brisbane,Male,18.57,G12,2,,-27.41,152.90
509,4,Brisbane,Male,12.50,G12,2,,-27.41,152.90
518,4,Brisbane,Male,9.99,G12,2,,-27.41,152.90
23,4,Darwin,Female,42.54,G15,1,,-12.42,130.85
45,4,Darwin,Female,22.26,G15,1,,-12.42,130.85
94,4,Darwin,Female,28.54,G15,1,,-12.42,130.85
99,4,Darwin,Female,21.56,G15,1,,-12.42,130.85
138,4,Darwin,Female,24.26,G15,1,,-12.42,130.85
157,4,Darwin,Female,16.93,G15,1,,-12.42,130.85
162,4,Darwin,Female,44.86,G15,1,,-12.42,130.85
202,4,Darwin,Female,30.31,G15,1,,-12.42,130.85
223,4,Darwin,Female,63.71,G15,1,,-12.42,130.85
236,4,Darwin,Female,44.51,G15,1,,-12.42,130.85
269,4,Darwin,Female,13.04,G15,2,,-12.42,130.85
279,4,Darwin,Female,17.68,G15,2,,-12.42,130.85
310,4,Darwin,Female,37.99,G15,2,temp,-12.42,130.85
317,4,Darwin,Female,60.83,G15,2,temp,-12.42,130.85
346,4,Darwin,Female,47.18,G15,2,,-12.42,130.85
352,4,Darwin,Female,59.79,G15,2,,-12.42,130.85
354,4,Darwin,Female,56.08,G15,2,,-12.42,130.85
370,4,Darwin,Female,69.15,G15,2,temp,-12.42,130.85
403,4,Darwin,Female,14.72,G15,2,,-12.42,130.85
435,4,Darwin,Female,17.47,G15,2,,-12.42,130.85
438,4,Darwin,Female,26.22,G15,2,,-12.42,130.85
467,4,Darwin,Female,54.24,G15,2,,-12.42,130.85
496,4,Darwin,Female,43.57,G15,2,,-12.42,130.85
512,4,Darwin,Female,25.86,G15,2,,-12.42,130.85
46,4,Darwin,Male,25.68,G15,1,,-12.42,130.85
76,4,Darwin,Male,44.04,G15,1,,-12.42,130.85
84,4,Darwin,Male,25.87,G15,1,,-12.42,130.85
113,4,Darwin,Male,27.18,G15,1,,-12.42,130.85
117,4,Darwin,Male,27.34,G15,1,,-12.42,130.85
165,4,Darwin,Male,25.34,G15,1,,-12.42,130.85
215,4,Darwin,Male,28.50,G15,1,,-12.42,130.85
216,4,Darwin,Male,31.61,G15,1,,-12.42,130.85
217,4,Darwin,Male,31.65,G15,1,,-12.42,130.85
246,4,Darwin,Male,34.14,G15,2,,-12.42,130.85
253,4,Darwin,Male,30.05,G15,2,,-12.42,130.85
297,4,Darwin,Male,40.97,G15,2,,-12.42,130.85
313,4,Darwin,Male,63.65,G15,2,temp,-12.42,130.85
332,4,Darwin,Male,69.15,G15,2,,-12.42,130.85
333,4,Darwin,Male,61.14,G15,2,,-12.42,130.85
351,4,Darwin,Male,43.54,G15,2,,-12.42,130.85
394,4,Darwin,Male,54.90,G15,2,temp,-12.42,130.85
437,4,Darwin,Male,43.16,G15,2,,-12.42,130.85
459,4,Darwin,Male,26.79,G15,2,,-12.42,130.85
474,4,Darwin,Male,13.86,G15,2,,-12.42,130.85
476,4,Darwin,Male,29.03,G15,2,,-12.42,130.85
491,4,Darwin,Male,28.23,G15,2,,-12.42,130.85
493,4,Darwin,Male,24.89,G15,2,,-12.42,130.85
5,4,Griffith,Female,20.97,G13,1,,-34.29,146.04
50,4,Griffith,Female,58.90,G13,1,,-34.29,146.04
139,4,Griffith,Female,24.31,G13,1,,-34.29,146.04
159,4,Griffith,Female,16.96,G13,1,,-34.29,146.04
160,4,Griffith,Female,17.03,G13,1,,-34.29,146.04
161,4,Griffith,Female,25.29,G13,1,,-34.29,146.04
167,4,Griffith,Female,25.75,G13,1,,-34.29,146.04
211,4,Griffith,Female,28.29,G13,1,,-34.29,146.04
224,4,Griffith,Female,46.40,G13,1,,-34.29,146.04
296,4,Griffith,Female,45.04,G13,2,,-34.29,146.04
302,4,Griffith,Female,60.04,G13,2,temp,-34.29,146.04
304,4,Griffith,Female,58.02,G13,2,temp,-34.29,146.04
320,4,Griffith,Female,69.15,G13,2,temp,-34.29,146.04
325,4,Griffith,Female,35.85,G13,2,,-34.29,146.04
328,4,Griffith,Female,32.78,G13,2,,-34.29,146.04
330,4,Griffith,Female,45.20,G13,2,,-34.29,146.04
397,4,Griffith,Female,69.15,G13,2,temp,-34.29,146.04
410,4,Griffith,Female,12.13,G13,2,,-34.29,146.04
424,4,Griffith,Female,25.81,G13,2,,-34.29,146.04
440,4,Griffith,Female,22.78,G13,2,,-34.29,146.04
446,4,Griffith,Female,26.53,G13,2,,-34.29,146.04
508,4,Griffith,Female,29.42,G13,2,,-34.29,146.04
511,4,Griffith,Female,25.72,G13,2,,-34.29,146.04
7,4,Griffith,Male,23.46,G13,1,,-34.29,146.04
21,4,Griffith,Male,31.48,G13,1,,-34.29,146.04
65,4,Griffith,Male,48.46,G13,1,,-34.29,146.04
97,4,Griffith,Male,21.32,G13,1,,-34.29,146.04
102,4,Griffith,Male,21.84,G13,1,,-34.29,146.04
151,4,Griffith,Male,25.32,G13,1,,-34.29,146.04
175,4,Griffith,Male,18.36,G13,1,,-34.29,146.04
206,4,Griffith,Male,30.86,G13,1,,-34.29,146.04
210,4,Griffith,Male,31.21,G13,1,,-34.29,146.04
245,4,Griffith,Male,24.46,G13,2,,-34.29,146.04
265,4,Griffith,Male,29.56,G13,2,,-34.29,146.04
282,4,Griffith,Male,46.97,G13,2,,-34.29,146.04
285,4,Griffith,Male,32.35,G13,2,,-34.29,146.04
322,4,Griffith,Male,59.07,G13,2,,-34.29,146.04
335,4,Griffith,Male,52.18,G13,2,,-34.29,146.04
342,4,Griffith,Male,37.90,G13,2,,-34.29,146.04
378,4,Griffith,Male,53.16,G13,2,temp,-34.29,146.04
406,4,Griffith,Male,9.01,G13,2,,-34.29,146.04
433,4,Griffith,Male,21.58,G13,2,,-34.29,146.04
447,4,Griffith,Male,32.60,G13,2,,-34.29,146.04
468,4,Griffith,Male,22.31,G13,2,,-34.29,146.04
485,4,Griffith,Male,18.68,G13,2,,-34.29,146.04
489,4,Griffith,Male,27.96,G13,2,,-34.29,146.04
490,4,Griffith,Male,28.18,G13,2,,-34.29,146.04
16,4,Mareeba,Female,21.26,G13,1,,-17.01,145.43
63,4,Mareeba,Female,52.94,G13,1,,-17.01,145.43
116,4,Mareeba,Female,14.06,G13,1,,-17.01,145.43
118,4,Mareeba,Female,27.41,G13,1,,-17.01,145.43
135,4,Mareeba,Female,24.03,G13,1,,-17.01,145.43
155,4,Mareeba,Female,25.56,G13,1,,-17.01,145.43
179,4,Mareeba,Female,38.99,G13,1,,-17.01,145.43
188,4,Mareeba,Female,23.64,G13,1,,-17.01,145.43
225,4,Mareeba,Female,58.32,G13,1,,-17.01,145.43
241,4,Mareeba,Female,24.59,G13,2,,-17.01,145.43
259,4,Mareeba,Female,45.01,G13,2,,-17.01,145.43
289,4,Mareeba,Female,25.34,G13,2,,-17.01,145.43
336,4,Mareeba,Female,69.15,G13,2,,-17.01,145.43
360,4,Mareeba,Female,69.15,G13,2,,-17.01,145.43
384,4,Mareeba,Female,69.15,G13,2,temp,-17.01,145.43
400,4,Mareeba,Female,69.15,G13,2,temp,-17.01,145.43
412,4,Mareeba,Female,23.57,G13,2,,-17.01,145.43
451,4,Mareeba,Female,21.83,G13,2,,-17.01,145.43
465,4,Mareeba,Female,53.66,G13,2,,-17.01,145.43
477,4,Mareeba,Female,11.47,G13,2,,-17.01,145.43
506,4,Mareeba,Female,21.78,G13,2,,-17.01,145.43
8,4,Mareeba,Male,21.05,G13,1,,-17.01,145.43
15,4,Mareeba,Male,34.00,G13,1,,-17.01,145.43
55,4,Mareeba,Male,51.63,G13,1,,-17.01,145.43
68,4,Mareeba,Male,38.51,G13,1,,-17.01,145.43
83,4,Mareeba,Male,12.12,G13,1,,-17.01,145.43
126,4,Mareeba,Male,23.39,G13,1,,-17.01,145.43
137,4,Mareeba,Male,24.24,G13,1,,-17.01,145.43
168,4,Mareeba,Male,29.18,G13,1,,-17.01,145.43
208,4,Mareeba,Male,34.77,G13,1,,-17.01,145.43
212,4,Mareeba,Male,24.48,G13,1,,-17.01,145.43
222,4,Mareeba,Male,46.30,G13,1,,-17.01,145.43
270,4,Mareeba,Male,26.31,G13,2,,-17.01,145.43
278,4,Mareeba,Male,17.38,G13,2,,-17.01,145.43
283,4,Mareeba,Male,30.74,G13,2,,-17.01,145.43
301,4,Mareeba,Male,60.02,G13,2,temp,-17.01,145.43
357,4,Mareeba,Male,55.90,G13,2,,-17.01,145.43
374,4,Mareeba,Male,69.15,G13,2,temp,-17.01,145.43
379,4,Mareeba,Male,56.73,G13,2,temp,-17.01,145.43
399,4,Mareeba,Male,69.15,G13,2,temp,-17.01,145.43
425,4,Mareeba,Male,25.91,G13,2,,-17.01,145.43
441,4,Mareeba,Male,24.29,G13,2,,-17.01,145.43
457,4,Mareeba,Male,36.15,G13,2,,-17.01,145.43
473,4,Mareeba,Male,26.94,G13,2,,-17.01,145.43
11,4,Narrabri,Female,33.70,G12,1,,-30.33,149.78
40,4,Narrabri,Female,25.09,G12,1,,-30.33,149.78
95,4,Narrabri,Female,21.16,G12,1,,-30.33,149.78
110,4,Narrabri,Female,22.47,G12,1,,-30.33,149.78
120,4,Narrabri,Female,27.65,G12,1,,-30.33,149.78
134,4,Narrabri,Female,24.02,G12,1,,-30.33,149.78
171,4,Narrabri,Female,25.82,G12,1,,-30.33,149.78
178,4,Narrabri,Female,29.43,G12,1,,-30.33,149.78
180,4,Narrabri,Female,32.31,G12,1,,-30.33,149.78
230,4,Narrabri,Female,46.66,G12,1,,-30.33,149.78
244,4,Narrabri,Female,39.91,G12,2,,-30.33,149.78
251,4,Narrabri,Female,46.29,G12,2,,-30.33,149.78
307,4,Narrabri,Female,69.15,G12,2,temp,-30.33,149.78
308,4,Narrabri,Female,69.15,G12,2,temp,-30.33,149.78
356,4,Narrabri,Female,69.15,G12,2,,-30.33,149.78
363,4,Narrabri,Female,35.08,G12,2,temp,-30.33,149.78
386,4,Narrabri,Female,69.15,G12,2,temp,-30.33,149.78
398,4,Narrabri,Female,50.00,G12,2,temp,-30.33,149.78
405,4,Narrabri,Female,23.14,G12,2,,-30.33,149.78
415,4,Narrabri,Female,27.88,G12,2,,-30.33,149.78
436,4,Narrabri,Female,30.66,G12,2,,-30.33,149.78
472,4,Narrabri,Female,37.86,G12,2,,-30.33,149.78
482,4,Narrabri,Female,27.51,G12,2,,-30.33,149.78
503,4,Narrabri,Female,44.00,G12,2,,-30.33,149.78
520,4,Narrabri,Female,26.27,G12,2,,-30.33,149.78
41,4,Narrabri,Male,32.16,G12,1,,-30.33,149.78
47,4,Narrabri,Male,34.80,G12,1,,-30.33,149.78
67,4,Narrabri,Male,12.60,G12,1,,-30.33,149.78
78,4,Narrabri,Male,22.65,G12,1,,-30.33,149.78
98,4,Narrabri,Male,26.56,G12,1,,-30.33,149.78
115,4,Narrabri,Male,13.90,G12,1,,-30.33,149.78
122,4,Narrabri,Male,22.90,G12,1,,-30.33,149.78
177,4,Narrabri,Male,26.22,G12,1,,-30.33,149.78
185,4,Narrabri,Male,35.95,G12,1,,-30.33,149.78
191,4,Narrabri,Male,36.12,G12,1,,-30.33,149.78
199,4,Narrabri,Male,27.69,G12,1,,-30.33,149.78
255,4,Narrabri,Male,34.76,G12,2,,-30.33,149.78
272,4,Narrabri,Male,11.82,G12,2,,-30.33,149.78
273,4,Narrabri,Male,22.13,G12,2,,-30.33,149.78
343,4,Narrabri,Male,46.20,G12,2,,-30.33,149.78
348,4,Narrabri,Male,24.95,G12,2,,-30.33,149.78
373,4,Narrabri,Male,33.68,G12,2,temp,-30.33,149.78
421,4,Narrabri,Male,28.08,G12,2,,-30.33,149.78
423,4,Narrabri,Male,25.63,G12,2,,-30.33,149.78
428,4,Narrabri,Male,11.07,G12,2,,-30.33,149.78
439,4,Narrabri,Male,26.33,G12,2,,-30.33,149.78
507,4,Narrabri,Male,36.08,G12,2,,-30.33,149.78
2,4,S06,Female,14.16,G100-4,1,,-30.33,149.78
103,4,S06,Female,21.86,G100-4,1,,-30.33,149.78
108,4,S06,Female,22.22,G100-4,1,,-30.33,149.78
127,4,S06,Female,23.43,G100-4,1,,-30.33,149.78
190,4,S06,Female,27.64,G100-4,1,,-30.33,149.78
196,4,S06,Female,13.51,G100-4,1,,-30.33,149.78
221,4,S06,Female,46.16,G100-4,1,,-30.33,149.78
237,4,S06,Female,46.82,G100-4,1,,-30.33,149.78
256,4,S06,Female,21.76,G100-4,2,,-30.33,149.78
258,4,S06,Female,30.25,G100-4,2,,-30.33,149.78
290,4,S06,Female,18.25,G100-4,2,,-30.33,149.78
316,4,S06,Female,60.81,G100-4,2,temp,-30.33,149.78
337,4,S06,Female,69.15,G100-4,2,,-30.33,149.78
347,4,S06,Female,43.67,G100-4,2,,-30.33,149.78
362,4,S06,Female,59.99,G100-4,2,temp,-30.33,149.78
395,4,S06,Female,69.15,G100-4,2,temp,-30.33,149.78
407,4,S06,Female,14.86,G100-4,2,,-30.33,149.78
426,4,S06,Female,21.24,G100-4,2,,-30.33,149.78
429,4,S06,Female,12.72,G100-4,2,,-30.33,149.78
475,4,S06,Female,28.91,G100-4,2,,-30.33,149.78
500,4,S06,Female,21.55,G100-4,2,,-30.33,149.78
20,4,S06,Male,21.47,G100-4,1,,-30.33,149.78
34,4,S06,Male,24.50,G100-4,1,,-30.33,149.78
36,4,S06,Male,24.91,G100-4,1,,-30.33,149.78
52,4,S06,Male,45.58,G100-4,1,,-30.33,149.78
147,4,S06,Male,24.55,G100-4,1,,-30.33,149.78
156,4,S06,Male,25.59,G100-4,1,,-30.33,149.78
158,4,S06,Male,16.94,G100-4,1,,-30.33,149.78
183,4,S06,Male,30.77,G100-4,1,,-30.33,149.78
201,4,S06,Male,12.51,G100-4,1,,-30.33,149.78
214,4,S06,Male,37.36,G100-4,1,,-30.33,149.78
234,4,S06,Male,40.56,G100-4,1,,-30.33,149.78
254,4,S06,Male,34.47,G100-4,2,,-30.33,149.78
275,4,S06,Male,38.81,G100-4,2,,-30.33,149.78
281,4,S06,Male,42.54,G100-4,2,,-30.33,149.78
291,4,S06,Male,42.74,G100-4,2,,-30.33,149.78
323,4,S06,Male,42.48,G100-4,2,,-30.33,149.78
341,4,S06,Male,47.26,G100-4,2,,-30.33,149.78
377,4,S06,Male,69.15,G100-4,2,temp,-30.33,149.78
385,4,S06,Male,69.15,G100-4,2,temp,-30.33,149.78
430,4,S06,Male,53.12,G100-4,2,,-30.33,149.78
432,4,S06,Male,21.52,G100-4,2,,-30.33,149.78
434,4,S06,Male,29.19,G100-4,2,,-30.33,149.78
448,4,S06,Male,30.97,G100-4,2,,-30.33,149.78
483,4,S06,Male,37.74,G100-4,2,,-30.33,149.78
510,4,S06,Male,11.53,G100-4,2,,-30.33,149.78
515,4,S06,Male,41.39,G100-4,2,,-30.33,149.78
12,4,Sydney,Female,23.53,G15,1,,-33.90,151.14
31,4,Sydney,Female,24.37,G15,1,,-33.90,151.14
39,4,Sydney,Female,25.08,G15,1,,-33.90,151.14
44,4,Sydney,Female,38.05,G15,1,,-33.90,151.14
104,4,Sydney,Female,22.01,G15,1,,-33.90,151.14
107,4,Sydney,Female,22.29,G15,1,,-33.90,151.14
114,4,Sydney,Female,27.24,G15,1,,-33.90,151.14
133,4,Sydney,Female,23.92,G15,1,,-33.90,151.14
172,4,Sydney,Female,26.00,G15,1,,-33.90,151.14
173,4,Sydney,Female,26.05,G15,1,,-33.90,151.14
193,4,Sydney,Female,23.34,G15,1,,-33.90,151.14
240,4,Sydney,Female,46.95,G15,1,,-33.90,151.14
242,4,Sydney,Female,24.71,G15,2,,-33.90,151.14
267,4,Sydney,Female,35.03,G15,2,,-33.90,151.14
276,4,Sydney,Female,28.65,G15,2,,-33.90,151.14
318,4,Sydney,Female,69.15,G15,2,temp,-33.90,151.14
349,4,Sydney,Female,45.81,G15,2,,-33.90,151.14
372,4,Sydney,Female,40.33,G15,2,temp,-33.90,151.14
381,4,Sydney,Female,69.15,G15,2,temp,-33.90,151.14
391,4,Sydney,Female,55.03,G15,2,temp,-33.90,151.14
401,4,Sydney,Female,27.57,G15,2,,-33.90,151.14
453,4,Sydney,Female,13.46,G15,2,,-33.90,151.14
458,4,Sydney,Female,44.39,G15,2,,-33.90,151.14
462,4,Sydney,Female,52.07,G15,2,,-33.90,151.14
481,4,Sydney,Female,35.11,G15,2,,-33.90,151.14
501,4,Sydney,Female,43.76,G15,2,,-33.90,151.14
1,4,Sydney,Male,20.67,G15,1,,-33.90,151.14
24,4,Sydney,Male,37.57,G15,1,,-33.90,151.14
30,4,Sydney,Male,21.82,G15,1,,-33.90,151.14
49,4,Sydney,Male,22.30,G15,1,,-33.90,151.14
109,4,Sydney,Male,22.53,G15,1,,-33.90,151.14
125,4,Sydney,Male,14.71,G15,1,,-33.90,151.14
149,4,Sydney,Male,24.65,G15,1,,-33.90,151.14
170,4,Sydney,Male,21.99,G15,1,,-33.90,151.14
174,4,Sydney,Male,22.60,G15,1,,-33.90,151.14
197,4,Sydney,Male,19.86,G15,1,,-33.90,151.14
229,4,Sydney,Male,31.88,G15,1,,-33.90,151.14
260,4,Sydney,Male,50.40,G15,2,,-33.90,151.14
266,4,Sydney,Male,14.52,G15,2,,-33.90,151.14
298,4,Sydney,Male,45.24,G15,2,,-33.90,151.14
340,4,Sydney,Male,59.69,G15,2,,-33.90,151.14
345,4,Sydney,Male,46.06,G15,2,,-33.90,151.14
361,4,Sydney,Male,59.92,G15,2,temp,-33.90,151.14
390,4,Sydney,Male,69.15,G15,2,temp,-33.90,151.14
402,4,Sydney,Male,19.26,G15,2,,-33.90,151.14
445,4,Sydney,Male,26.50,G15,2,,-33.90,151.14
463,4,Sydney,Male,39.32,G15,2,,-33.90,151.14
480,4,Sydney,Male,11.42,G15,2,,-33.90,151.14
488,4,Sydney,Male,24.67,G15,2,,-33.90,151.14
516,4,Sydney,Male,12.80,G15,2,,-33.90,151.14
35,4,Utchee Creek,Female,24.86,G12,1,,-17.60,145.99
38,4,Utchee Creek,Female,24.95,G12,1,,-17.60,145.99
87,4,Utchee Creek,Female,19.89,G12,1,,-17.60,145.99
96,4,Utchee Creek,Female,21.71,G12,1,,-17.60,145.99
100,4,Utchee Creek,Female,21.60,G12,1,,-17.60,145.99
101,4,Utchee Creek,Female,37.87,G12,1,,-17.60,145.99
176,4,Utchee Creek,Female,22.81,G12,1,,-17.60,145.99
182,4,Utchee Creek,Female,24.13,G12,1,,-17.60,145.99
213,4,Utchee Creek,Female,28.44,G12,1,,-17.60,145.99
220,4,Utchee Creek,Female,31.36,G12,1,,-17.60,145.99
263,4,Utchee Creek,Female,40.37,G12,2,,-17.60,145.99
284,4,Utchee Creek,Female,47.13,G12,2,,-17.60,145.99
303,4,Utchee Creek,Female,60.06,G12,2,temp,-17.60,145.99
315,4,Utchee Creek,Female,45.88,G12,2,temp,-17.60,145.99
329,4,Utchee Creek,Female,44.97,G12,2,,-17.60,145.99
338,4,Utchee Creek,Female,57.53,G12,2,,-17.60,145.99
339,4,Utchee Creek,Female,45.51,G12,2,,-17.60,145.99
392,4,Utchee Creek,Female,69.15,G12,2,temp,-17.60,145.99
404,4,Utchee Creek,Female,19.38,G12,2,,-17.60,145.99
416,4,Utchee Creek,Female,23.67,G12,2,,-17.60,145.99
450,4,Utchee Creek,Female,16.78,G12,2,,-17.60,145.99
456,4,Utchee Creek,Female,26.66,G12,2,,-17.60,145.99
487,4,Utchee Creek,Female,20.94,G12,2,,-17.60,145.99
514,4,Utchee Creek,Female,22.23,G12,2,,-17.60,145.99
37,4,Utchee Creek,Male,17.93,G12,1,,-17.60,145.99
60,4,Utchee Creek,Male,43.25,G12,1,,-17.60,145.99
62,4,Utchee Creek,Male,36.98,G12,1,,-17.60,145.99
89,4,Utchee Creek,Male,26.06,G12,1,,-17.60,145.99
129,4,Utchee Creek,Male,23.61,G12,1,,-17.60,145.99
131,4,Utchee Creek,Male,23.72,G12,1,,-17.60,145.99
152,4,Utchee Creek,Male,29.78,G12,1,,-17.60,145.99
164,4,Utchee Creek,Male,21.39,G12,1,,-17.60,145.99
226,4,Utchee Creek,Male,40.23,G12,1,,-17.60,145.99
231,4,Utchee Creek,Male,37.92,G12,1,,-17.60,145.99
232,4,Utchee Creek,Male,54.02,G12,1,,-17.60,145.99
243,4,Utchee Creek,Male,33.99,G12,2,,-17.60,145.99
261,4,Utchee Creek,Male,40.25,G12,2,,-17.60,145.99
277,4,Utchee Creek,Male,27.30,G12,2,,-17.60,145.99
319,4,Utchee Creek,Male,61.06,G12,2,temp,-17.60,145.99
327,4,Utchee Creek,Male,42.28,G12,2,,-17.60,145.99
359,4,Utchee Creek,Male,52.96,G12,2,,-17.60,145.99
367,4,Utchee Creek,Male,61.71,G12,2,temp,-17.60,145.99
375,4,Utchee Creek,Male,69.15,G12,2,temp,-17.60,145.99
413,4,Utchee Creek,Male,9.04,G12,2,,-17.60,145.99
454,4,Utchee Creek,Male,9.11,G12,2,,-17.60,145.99
469,4,Utchee Creek,Male,27.07,G12,2,,-17.60,145.99
494,4,Utchee Creek,Male,28.50,G12,2,,-17.60,145.99
498,4,Utchee Creek,Male,14.59,G12,2,,-17.60,145.99
513,4,Utchee Creek,Male,22.05,G12,2,,-17.60,145.99
